sample_id,source_work_order_id,label,scenario,supplier_risk_level,supplier_qualification_days,iqc_defect_rate,inventory_hold_flag,material_critical_flag,issue_over_bom_ratio,work_order_progress_ratio,scrap_rate,process_parameter_deviation,equipment_maintenance_overdue_days,equipment_calibration_overdue_days,equipment_alarm_flag,quality_hold_flag,shipment_release_gap_flag,customer_complaint_count_30d,complaint_claim_amount
MFG-S00018,WO0018,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.860789,0.877277,0.024691,0.340863,0.0,0.0,0.0,0.0,0.0,1.0,1359.380615
MFG-S00019,WO0019,1,供应商资质过期与来料质量恶化,1.0,-2.119719,0.278986,0.0,1.0,0.781076,0.999725,0.009995,0.319274,0.0,0.0,0.0,0.0,0.0,0.0,866.148254
MFG-S00020,WO0020,1,未检关键物料领料并超BOM,0.0,172.0,0.0,1.0,1.0,1.645774,0.982239,0.110754,0.7192,0.0,1.0,0.0,0.0,0.0,1.0,1140.808716
MFG-S00021,WO0021,1,关键设备维护校准逾期并报警,0.5,30.0,0.02,0.0,1.0,0.856932,1.017414,0.041695,0.258062,30.904905,42.600342,1.0,0.0,0.0,0.0,857.134827
MFG-S00022,WO0022,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.945494,0.990588,0.019849,0.198984,0.0,0.0,0.0,0.0,0.0,1.0,396.820404
MFG-S00023,WO0023,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.985384,0.908986,0.001372,0.146302,0.0,0.0,0.0,0.0,0.0,1.0,1168.074829
MFG-S00024,WO0024,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.864213,0.954648,0.01675,0.335074,0.0,0.0,0.0,0.0,0.0,1.0,936.850464
MFG-S00025,WO0025,1,重复高额客户投诉,0.0,322.0,0.11422,0.0,1.0,0.82831,0.998547,0.008443,0.478698,0.0,0.0,0.0,0.0,0.0,7.0,42770.667969
MFG-S00026,WO0026,1,多维叠加高风险,1.0,-51.2822,0.03,1.0,1.0,1.691764,0.948215,0.011702,1.692786,10.966381,0.0,1.0,0.0,1.0,5.0,10223.583984
MFG-S00027,WO0027,1,重复高额客户投诉,0.5,141.0,0.057488,0.0,1.0,0.801645,0.922699,0.013662,0.614475,1.0,0.0,0.0,0.0,0.0,7.0,60092.296875
MFG-S00028,WO0028,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.966523,0.891168,0.011462,0.313769,0.0,0.0,0.0,0.0,0.0,1.0,1198.225708
MFG-S00029,WO0029,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.958427,0.950356,0.002505,0.166758,0.0,0.0,0.0,0.0,0.0,1.0,1225.224609
MFG-S00030,WO0030,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.860856,0.975036,0.022155,0.544934,0.0,0.0,0.0,0.0,0.0,1.0,803.135864
MFG-S00031,WO0031,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.988748,0.854056,0.01458,0.340823,0.0,0.0,0.0,0.0,0.0,0.0,1373.427979
MFG-S00032,WO0032,1,供应商资质过期与来料质量恶化,1.0,-88.729156,0.096132,0.0,0.0,0.99716,0.875807,0.001896,0.310368,0.0,1.0,0.0,0.0,0.0,0.0,1039.347534
MFG-S00033,WO0033,1,重复高额客户投诉,0.0,322.0,0.108159,0.0,1.0,0.757047,0.873848,0.018584,0.371646,0.0,1.0,0.0,0.0,0.0,4.0,30207.070312
MFG-S00034,WO0034,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.967438,0.9667,0.021633,0.74604,0.0,0.0,0.0,0.0,0.0,1.0,685.687988
MFG-S00035,WO0035,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.896749,0.893116,0.00451,0.129671,0.0,0.0,0.0,0.0,0.0,1.0,914.755798
MFG-S00036,WO0036,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.985928,0.925507,0.008139,0.604617,0.0,0.0,0.0,0.0,0.0,1.0,1164.969482
MFG-S00037,WO0037,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.924255,0.885264,0.019047,0.165223,0.0,0.0,0.0,0.0,0.0,0.0,380.940582
MFG-S00038,WO0038,0,正常生产,0.5,30.0,0.03,0.0,1.0,0.893174,0.86221,0.014534,0.089872,0.0,0.0,0.0,0.0,0.0,0.0,433.869507
MFG-S00039,WO0039,1,关键参数越限且质量冻结发运,0.5,200.0,0.03,0.0,1.0,1.04643,0.986768,0.011207,1.550121,1.0,0.0,0.0,1.0,1.0,1.0,585.405518
MFG-S00040,WO0040,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.890817,0.888736,0.01508,0.280782,0.0,0.0,0.0,0.0,0.0,1.0,1258.478882
MFG-S00041,WO0041,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.845115,0.910294,0.00719,0.743116,0.0,0.0,0.0,0.0,0.0,0.0,676.709351
MFG-S00042,WO0042,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.914809,1.028077,0.012674,0.267758,0.0,0.0,0.0,0.0,0.0,1.0,455.493164
MFG-S00043,WO0043,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.763186,0.90202,0.010075,0.685485,0.0,0.0,0.0,0.0,0.0,0.0,115.692444
MFG-S00044,WO0044,1,关键设备维护校准逾期并报警,0.0,172.0,0.0,0.0,0.0,0.810209,0.944531,0.051436,0.654425,10.270809,53.762882,1.0,0.0,0.0,1.0,1103.597656
MFG-S00045,WO0045,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.873178,0.992144,0.012319,0.238411,0.0,1.0,0.0,0.0,0.0,1.0,143.373489
MFG-S00046,WO0046,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.828019,1.022363,0.024036,0.458283,0.0,0.0,0.0,0.0,0.0,0.0,1320.743652
MFG-S00047,WO0047,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.901227,0.987023,0.018589,0.676854,0.0,0.0,0.0,0.0,0.0,1.0,989.79425
MFG-S00048,WO0048,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.887735,0.873998,0.012577,0.496512,0.0,0.0,0.0,0.0,0.0,1.0,1105.673096
MFG-S00049,WO0049,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.789451,1.028417,0.010643,0.722292,0.0,0.0,0.0,0.0,0.0,1.0,28.429636
MFG-S00050,WO0050,1,未检关键物料领料并超BOM,0.0,231.0,0.0,1.0,1.0,1.549284,0.911099,0.117538,0.536808,0.0,0.0,0.0,0.0,0.0,1.0,802.070801
MFG-S00051,WO0051,1,未检关键物料领料并超BOM,0.5,141.0,0.02,1.0,1.0,1.556944,0.954789,0.142363,0.184863,1.0,0.0,0.0,0.0,0.0,0.0,881.717224
MFG-S00052,WO0052,0,正常生产,0.0,172.0,0.03,0.0,0.0,0.803403,0.908492,0.014395,0.651732,0.0,0.0,0.0,0.0,0.0,1.0,369.705536
MFG-S00053,WO0053,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.946666,0.905748,0.012803,0.224707,0.0,0.0,0.0,0.0,0.0,1.0,1290.64209
MFG-S00054,WO0054,0,正常生产,0.5,30.0,0.0,0.0,1.0,1.025884,0.990301,0.023465,0.009569,0.0,0.0,0.0,0.0,0.0,1.0,1104.134888
MFG-S00055,WO0055,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.987255,0.953435,0.01504,0.426759,0.0,0.0,0.0,0.0,0.0,0.0,94.087105
MFG-S00056,WO0056,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.793831,1.015492,0.016657,0.351666,0.0,1.0,0.0,0.0,0.0,0.0,542.975098
MFG-S00057,WO0057,1,供应商资质过期与来料质量恶化,1.0,-37.554066,0.175744,0.0,1.0,0.925616,0.855241,0.014074,0.047568,0.0,1.0,0.0,0.0,0.0,1.0,1075.604248
MFG-S00058,WO0058,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.876489,0.852982,0.019963,0.540975,0.0,0.0,0.0,0.0,0.0,1.0,550.481628
MFG-S00059,WO0059,0,正常生产,0.5,141.0,0.02,0.0,1.0,1.008931,0.927762,0.018503,0.633026,0.0,0.0,0.0,0.0,0.0,0.0,749.041748
MFG-S00060,WO0060,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.871664,0.984302,0.000983,0.554612,0.0,0.0,0.0,0.0,0.0,1.0,1176.857788
MFG-S00061,WO0061,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.834442,0.885874,0.004202,0.113796,0.0,0.0,0.0,0.0,0.0,1.0,1205.477539
MFG-S00062,WO0062,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.944617,0.89896,0.013418,0.24747,0.0,0.0,0.0,0.0,0.0,1.0,1042.215454
MFG-S00063,WO0063,1,关键参数越限且质量冻结发运,0.5,200.0,0.02,0.0,1.0,0.983128,0.963665,0.005317,1.732522,1.0,0.0,0.0,1.0,1.0,0.0,3.075177
MFG-S00064,WO0064,1,重复高额客户投诉,0.5,110.0,0.069057,0.0,0.0,0.762711,0.956905,0.010377,0.341561,0.0,0.0,0.0,0.0,0.0,6.0,67120.890625
MFG-S00065,WO0065,0,正常生产,0.0,322.0,0.03,0.0,1.0,0.865005,0.904937,0.018642,0.184137,0.0,0.0,0.0,0.0,0.0,1.0,582.699158
MFG-S00066,WO0066,1,重复高额客户投诉,0.0,231.0,0.049125,0.0,1.0,0.856401,0.899096,0.02263,0.086118,0.0,0.0,0.0,0.0,0.0,7.0,32462.941406
MFG-S00067,WO0067,1,供应商资质过期与来料质量恶化,1.0,-70.452415,0.299621,0.0,1.0,0.952366,0.973613,0.012254,0.577833,0.0,0.0,0.0,0.0,0.0,0.0,830.626526
MFG-S00068,WO0068,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.91115,0.861712,0.019808,0.344781,0.0,1.0,0.0,0.0,0.0,1.0,202.579361
MFG-S00069,WO0069,1,关键设备维护校准逾期并报警,0.5,30.0,0.02,0.0,1.0,0.978112,0.915075,0.07832,0.03938,36.608654,50.767597,1.0,0.0,0.0,0.0,669.712219
MFG-S00070,WO0070,1,重复高额客户投诉,0.5,30.0,0.050548,0.0,1.0,0.854443,0.892001,0.007058,0.659713,0.0,0.0,0.0,0.0,0.0,7.0,67940.359375
MFG-S00071,WO0071,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.802459,1.025218,0.023867,0.729791,0.0,0.0,0.0,0.0,0.0,1.0,352.883118
MFG-S00072,WO0072,1,重复高额客户投诉,0.5,110.0,0.093741,0.0,0.0,0.874379,0.915965,0.004692,0.576948,0.0,0.0,0.0,0.0,0.0,4.0,79674.226562
MFG-S00073,WO0073,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.818736,0.956192,0.013794,0.27325,0.0,0.0,0.0,0.0,0.0,0.0,1336.919678
MFG-S00074,WO0074,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.827663,0.933106,0.016841,0.22487,0.0,0.0,0.0,0.0,0.0,1.0,637.860107
MFG-S00075,WO0075,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.765222,0.899033,0.000775,0.341893,1.0,0.0,0.0,0.0,0.0,1.0,965.326538
MFG-S00076,WO0076,1,多维叠加高风险,1.0,-40.749634,0.03,1.0,0.0,1.354936,0.884921,0.003215,1.478516,7.782416,0.0,1.0,0.0,1.0,2.0,58319.355469
MFG-S00077,WO0077,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.826792,0.966154,0.02218,0.475976,0.0,0.0,0.0,0.0,0.0,1.0,162.448761
MFG-S00078,WO0078,1,重复高额客户投诉,0.5,30.0,0.099589,0.0,1.0,0.984639,0.917499,0.008802,0.488588,0.0,0.0,0.0,0.0,0.0,8.0,13736.549805
MFG-S00079,WO0079,1,关键参数越限且质量冻结发运,0.5,200.0,0.02,0.0,1.0,0.900025,1.017657,0.002699,1.164638,0.0,0.0,0.0,1.0,1.0,0.0,415.909576
MFG-S00080,WO0080,1,关键参数越限且质量冻结发运,0.5,110.0,0.0,0.0,0.0,0.934101,0.88012,0.024713,1.102942,0.0,1.0,0.0,1.0,1.0,0.0,425.597046
MFG-S00081,WO0081,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.893114,1.022556,0.00125,0.1393,0.0,1.0,0.0,0.0,0.0,1.0,362.432495
MFG-S00082,WO0082,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.925925,0.920498,0.017709,0.285042,0.0,0.0,0.0,0.0,0.0,1.0,503.186188
MFG-S00083,WO0083,1,供应商资质过期与来料质量恶化,1.0,-34.607613,0.205098,0.0,1.0,0.915069,0.956556,0.008203,0.553098,0.0,0.0,0.0,0.0,0.0,0.0,1068.425781
MFG-S00084,WO0084,1,供应商资质过期与来料质量恶化,1.0,-35.11412,0.261954,0.0,0.0,0.858415,1.010171,0.016683,0.49868,0.0,0.0,0.0,0.0,0.0,0.0,1173.796509
MFG-S00085,WO0085,1,重复高额客户投诉,0.5,30.0,0.096755,0.0,1.0,1.02256,0.881907,0.018821,0.173286,0.0,0.0,0.0,0.0,0.0,8.0,73120.523438
MFG-S00086,WO0086,1,关键设备维护校准逾期并报警,0.5,30.0,0.0,0.0,1.0,1.014281,0.96251,0.046812,0.228462,24.332975,38.960747,1.0,0.0,0.0,0.0,1057.375977
MFG-S00087,WO0087,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.973281,0.906544,0.004627,0.435384,1.0,0.0,0.0,0.0,0.0,1.0,225.756683
MFG-S00088,WO0088,1,未检关键物料领料并超BOM,0.5,110.0,0.0,1.0,1.0,1.300113,0.86171,0.09328,0.013986,0.0,0.0,0.0,0.0,0.0,0.0,742.901611
MFG-S00089,WO0089,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.834398,0.936303,0.001643,0.406968,0.0,0.0,0.0,0.0,0.0,1.0,1241.023438
MFG-S00090,WO0090,1,多维叠加高风险,1.0,-40.365955,0.0,1.0,1.0,1.362144,0.888967,0.01215,1.207726,5.323699,0.0,1.0,0.0,1.0,6.0,27780.203125
MFG-S00091,WO0091,0,正常生产,0.5,141.0,0.03,0.0,1.0,0.957998,0.897247,0.005613,0.127105,0.0,0.0,0.0,0.0,0.0,0.0,427.071716
MFG-S00092,WO0092,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.867881,0.900106,0.018504,0.080223,0.0,1.0,0.0,0.0,0.0,0.0,1429.764404
MFG-S00093,WO0093,1,未检关键物料领料并超BOM,0.5,30.0,0.02,1.0,1.0,1.364494,1.022095,0.152741,0.042382,0.0,1.0,0.0,0.0,0.0,1.0,1320.165283
MFG-S00094,WO0094,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.755443,0.977898,0.006457,0.181862,0.0,0.0,0.0,0.0,0.0,1.0,1001.366638
MFG-S00095,WO0095,0,正常生产,0.5,200.0,0.03,0.0,1.0,1.010615,1.02193,0.004305,0.646471,0.0,0.0,0.0,0.0,0.0,0.0,1478.765015
MFG-S00096,WO0096,1,供应商资质过期与来料质量恶化,1.0,-86.417534,0.285038,0.0,0.0,0.91204,0.973029,0.011578,0.27946,0.0,0.0,0.0,0.0,0.0,1.0,516.35376
MFG-S00097,WO0097,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.806288,0.963675,0.003661,0.474727,0.0,0.0,0.0,0.0,0.0,0.0,1489.764771
MFG-S00098,WO0098,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.821652,0.947543,0.012539,0.406252,0.0,0.0,0.0,0.0,0.0,1.0,512.702942
MFG-S00099,WO0099,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.999131,0.98552,0.00063,0.712734,1.0,0.0,0.0,0.0,0.0,1.0,1391.061035
MFG-S00100,WO0100,0,正常生产,0.0,172.0,0.0,0.0,0.0,1.051928,0.953934,0.021334,0.512724,0.0,0.0,0.0,0.0,0.0,1.0,1303.595825
MFG-S00101,WO0101,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.87032,1.025713,0.000123,0.254132,0.0,0.0,0.0,0.0,0.0,0.0,1341.56543
MFG-S00102,WO0102,0,正常生产,0.5,30.0,0.0,0.0,1.0,1.026345,0.90962,0.002219,0.488253,0.0,0.0,0.0,0.0,0.0,0.0,123.758385
MFG-S00103,WO0103,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.886504,0.907374,0.003133,0.30281,0.0,0.0,0.0,0.0,0.0,1.0,1.026504
MFG-S00104,WO0104,0,正常生产,0.5,110.0,0.03,0.0,0.0,0.98877,0.908384,0.001165,0.498149,0.0,1.0,0.0,0.0,0.0,0.0,1189.360596
MFG-S00105,WO0105,1,关键参数越限且质量冻结发运,0.0,322.0,0.02,0.0,1.0,0.831604,1.006488,0.000725,1.599127,0.0,1.0,0.0,1.0,1.0,0.0,789.41272
MFG-S00106,WO0106,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.974991,0.951057,0.002738,0.003841,0.0,0.0,0.0,0.0,0.0,1.0,688.093018
MFG-S00107,WO0107,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.951324,0.96041,0.003273,0.132009,0.0,0.0,0.0,0.0,0.0,0.0,1190.760132
MFG-S00108,WO0108,1,关键设备维护校准逾期并报警,0.0,172.0,0.0,0.0,0.0,0.934336,0.910757,0.11035,0.308162,11.095444,53.501209,1.0,0.0,0.0,1.0,42.264362
MFG-S00109,WO0109,1,供应商资质过期与来料质量恶化,1.0,-38.216236,0.121795,0.0,1.0,0.801689,0.893905,0.015445,0.70575,0.0,0.0,0.0,0.0,0.0,0.0,578.305298
MFG-S00110,WO0110,1,未检关键物料领料并超BOM,0.5,30.0,0.0,1.0,1.0,1.742249,0.896381,0.170451,0.035585,0.0,0.0,0.0,0.0,0.0,0.0,339.993225
MFG-S00111,WO0111,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.987793,0.944727,0.019931,0.016554,1.0,0.0,0.0,0.0,0.0,1.0,626.908997
MFG-S00112,WO0112,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.981165,1.017988,0.017962,0.305379,0.0,0.0,0.0,0.0,0.0,0.0,232.047897
MFG-S00113,WO0113,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.849096,0.865498,0.018751,0.669211,0.0,0.0,0.0,0.0,0.0,1.0,672.857971
MFG-S00114,WO0114,0,正常生产,0.0,231.0,0.03,0.0,1.0,0.880826,0.872657,0.000546,0.134455,0.0,0.0,0.0,0.0,0.0,1.0,1014.453369
MFG-S00115,WO0115,1,多维叠加高风险,1.0,-3.9547,0.02,1.0,1.0,1.500777,0.933922,0.016858,1.119163,20.426983,0.0,1.0,0.0,1.0,3.0,19297.720703
MFG-S00116,WO0116,0,正常生产,0.0,172.0,0.0,0.0,0.0,1.034895,0.960326,0.021377,0.492602,0.0,1.0,0.0,0.0,0.0,1.0,354.697144
MFG-S00117,WO0117,0,正常生产,0.5,30.0,0.03,0.0,1.0,0.995445,0.943688,0.008919,0.2495,0.0,1.0,0.0,0.0,0.0,0.0,1338.460205
MFG-S00118,WO0118,0,正常生产,0.5,30.0,0.0,0.0,1.0,1.035873,0.953932,0.002538,0.065417,0.0,0.0,0.0,0.0,0.0,1.0,483.992126
MFG-S00119,WO0119,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.762999,0.863228,0.02156,0.244708,0.0,0.0,0.0,0.0,0.0,1.0,1132.065063
MFG-S00120,WO0120,1,关键设备维护校准逾期并报警,0.5,110.0,0.0,0.0,0.0,0.833355,0.899737,0.11686,0.227695,27.850048,29.882793,1.0,0.0,0.0,1.0,1479.003296
MFG-S00121,WO0001,1,供应商资质过期与来料质量恶化,1.0,-89.497765,0.274698,0.0,1.0,0.784634,0.876801,0.012134,0.272906,0.0,0.0,0.0,0.0,0.0,0.0,298.575714
MFG-S00122,WO0002,0,正常生产,0.0,231.0,0.0,0.0,1.0,1.011647,0.983892,0.018573,0.749734,0.0,0.0,0.0,0.0,0.0,0.0,500.52359
MFG-S00123,WO0003,1,重复高额客户投诉,0.5,141.0,0.101986,0.0,1.0,0.982901,0.930503,0.0028,0.258012,1.0,0.0,0.0,0.0,0.0,7.0,33874.863281
MFG-S00124,WO0004,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.962336,0.87065,0.004633,0.521026,0.0,0.0,0.0,0.0,0.0,1.0,534.156555
MFG-S00125,WO0005,0,正常生产,0.5,30.0,0.02,0.0,1.0,1.022284,0.952604,0.021921,0.220784,0.0,0.0,0.0,0.0,0.0,1.0,416.755066
MFG-S00126,WO0006,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.872448,0.89469,0.00305,0.128825,0.0,0.0,0.0,0.0,0.0,0.0,396.124939
MFG-S00127,WO0007,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.970089,0.889712,0.006676,0.564939,0.0,0.0,0.0,0.0,0.0,0.0,1494.341675
MFG-S00128,WO0008,1,多维叠加高风险,1.0,-43.556725,0.0,1.0,0.0,1.2802,0.924635,0.006428,1.148827,24.360655,1.0,1.0,0.0,1.0,4.0,46198.289062
MFG-S00129,WO0009,0,正常生产,0.0,322.0,0.02,0.0,1.0,1.003126,0.93144,0.008923,0.164283,0.0,1.0,0.0,0.0,0.0,1.0,1127.450073
MFG-S00130,WO0010,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.765517,0.856628,0.003132,0.66686,0.0,0.0,0.0,0.0,0.0,0.0,1425.08606
MFG-S00131,WO0011,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.760518,0.875362,0.022403,0.614721,0.0,0.0,0.0,0.0,0.0,1.0,612.053955
MFG-S00132,WO0012,1,未检关键物料领料并超BOM,0.0,172.0,0.0,1.0,1.0,1.518871,0.963561,0.141754,0.645301,0.0,0.0,0.0,0.0,0.0,1.0,386.118713
MFG-S00133,WO0013,1,重复高额客户投诉,0.5,30.0,0.121378,0.0,1.0,0.894031,0.913644,0.004002,0.534718,0.0,0.0,0.0,0.0,0.0,6.0,63848.59375
MFG-S00134,WO0014,1,关键参数越限且质量冻结发运,0.5,30.0,0.0,0.0,1.0,0.808024,1.005527,0.005298,1.601645,0.0,0.0,0.0,1.0,1.0,0.0,427.462555
MFG-S00135,WO0015,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.779279,0.944664,0.022236,0.041397,1.0,0.0,0.0,0.0,0.0,1.0,303.28299
MFG-S00136,WO0016,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.866397,0.970697,0.003609,0.29689,0.0,0.0,0.0,0.0,0.0,0.0,909.404846
MFG-S00137,WO0017,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.950341,0.984044,0.017594,0.156737,0.0,0.0,0.0,0.0,0.0,1.0,403.936279
MFG-S00138,WO0018,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.912717,0.912953,0.006872,0.671715,0.0,0.0,0.0,0.0,0.0,1.0,1128.33606
MFG-S00139,WO0019,1,关键参数越限且质量冻结发运,0.5,141.0,0.03,0.0,1.0,0.812399,0.854774,0.007084,1.084614,0.0,0.0,0.0,1.0,1.0,0.0,499.906219
MFG-S00140,WO0020,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.835244,0.902942,0.017792,0.6142,0.0,1.0,0.0,0.0,0.0,0.0,43.080765
MFG-S00141,WO0021,1,关键设备维护校准逾期并报警,0.5,30.0,0.02,0.0,1.0,1.039614,0.90124,0.11443,0.071019,7.886784,46.845764,1.0,0.0,0.0,0.0,1342.419678
MFG-S00142,WO0022,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.930635,0.928206,0.023935,0.435926,0.0,0.0,0.0,0.0,0.0,0.0,396.074341
MFG-S00143,WO0023,1,关键参数越限且质量冻结发运,0.5,200.0,0.02,0.0,1.0,0.989197,0.88894,0.007311,1.403953,0.0,0.0,0.0,1.0,1.0,1.0,896.521851
MFG-S00144,WO0024,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.918313,0.924984,0.023092,0.512298,0.0,0.0,0.0,0.0,0.0,0.0,563.018433
MFG-S00145,WO0025,1,未检关键物料领料并超BOM,0.0,322.0,0.02,1.0,1.0,1.268964,0.946284,0.097283,0.423275,0.0,0.0,0.0,0.0,0.0,0.0,569.725586
MFG-S00146,WO0026,0,正常生产,0.0,231.0,0.03,0.0,1.0,0.953473,0.976867,0.00502,0.407652,0.0,0.0,0.0,0.0,0.0,0.0,1034.396362
