sample_id,source_work_order_id,label,scenario,supplier_risk_level,supplier_qualification_days,iqc_defect_rate,inventory_hold_flag,material_critical_flag,issue_over_bom_ratio,work_order_progress_ratio,scrap_rate,process_parameter_deviation,equipment_maintenance_overdue_days,equipment_calibration_overdue_days,equipment_alarm_flag,quality_hold_flag,shipment_release_gap_flag,customer_complaint_count_30d,complaint_claim_amount
MFG-S00060,WO0060,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.985037,0.919707,0.010907,0.709992,0.0,0.0,0.0,0.0,0.0,0.0,640.29541
MFG-S00061,WO0061,1,多维叠加高风险,1.0,-12.936481,0.02,1.0,1.0,1.306872,0.889019,0.015364,1.14773,19.515112,0.0,1.0,0.0,1.0,3.0,12093.397461
MFG-S00062,WO0062,1,多维叠加高风险,1.0,-31.366335,0.0,1.0,1.0,1.452325,0.902211,0.019433,1.589691,8.691261,0.0,1.0,0.0,1.0,3.0,27670.560547
MFG-S00063,WO0063,1,关键设备维护校准逾期并报警,0.5,200.0,0.02,0.0,1.0,1.040278,0.851875,0.110082,0.674877,34.295597,32.96418,1.0,0.0,0.0,1.0,1382.148926
MFG-S00064,WO0064,0,正常生产,0.5,110.0,0.0,0.0,0.0,1.014831,0.961989,0.003041,0.344671,0.0,0.0,0.0,0.0,0.0,0.0,1412.717407
MFG-S00065,WO0065,0,正常生产,0.0,322.0,0.03,0.0,1.0,0.777489,0.931439,0.003109,0.184737,0.0,0.0,0.0,0.0,0.0,0.0,1014.687744
MFG-S00066,WO0066,1,关键参数越限且质量冻结发运,0.0,231.0,0.0,0.0,1.0,1.053867,0.999975,0.007631,1.68642,0.0,0.0,0.0,1.0,1.0,1.0,1233.714111
MFG-S00067,WO0067,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.919711,0.976676,0.005804,0.271822,0.0,0.0,0.0,0.0,0.0,1.0,936.875305
MFG-S00068,WO0068,0,正常生产,0.0,172.0,0.0,0.0,0.0,1.042313,1.000198,0.005398,0.373143,0.0,1.0,0.0,0.0,0.0,0.0,883.519287
MFG-S00069,WO0069,1,供应商资质过期与来料质量恶化,1.0,-81.16301,0.117578,0.0,1.0,0.905079,1.025961,0.007659,0.740691,0.0,1.0,0.0,0.0,0.0,1.0,1263.01416
MFG-S00070,WO0070,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.960749,0.928449,0.001852,0.253476,0.0,0.0,0.0,0.0,0.0,0.0,43.704491
MFG-S00071,WO0071,1,关键设备维护校准逾期并报警,0.5,200.0,0.02,0.0,1.0,0.795001,0.973307,0.10894,0.48279,18.895906,55.114796,1.0,0.0,0.0,0.0,157.050232
MFG-S00072,WO0072,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.94067,0.906867,0.009465,0.65915,0.0,0.0,0.0,0.0,0.0,0.0,1325.800049
MFG-S00073,WO0073,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.871228,0.950484,0.002073,0.522169,0.0,0.0,0.0,0.0,0.0,1.0,1436.868164
MFG-S00074,WO0074,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.867933,1.025611,0.018724,0.162452,0.0,0.0,0.0,0.0,0.0,1.0,1274.138428
MFG-S00075,WO0075,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.925311,0.912591,0.015983,0.196135,1.0,0.0,0.0,0.0,0.0,1.0,468.185516
MFG-S00076,WO0076,0,正常生产,0.0,172.0,0.03,0.0,0.0,1.026402,0.982362,0.012987,0.464474,0.0,0.0,0.0,0.0,0.0,1.0,637.56189
MFG-S00077,WO0077,0,正常生产,0.5,30.0,0.02,0.0,1.0,1.013379,0.908345,0.016578,0.593851,0.0,0.0,0.0,0.0,0.0,1.0,725.896545
MFG-S00078,WO0078,0,正常生产,0.5,30.0,0.03,0.0,1.0,0.940175,0.972426,0.011506,0.309092,0.0,0.0,0.0,0.0,0.0,0.0,675.072327
MFG-S00079,WO0079,1,关键参数越限且质量冻结发运,0.5,200.0,0.02,0.0,1.0,0.80648,0.895792,0.022045,1.095086,0.0,0.0,0.0,1.0,1.0,1.0,668.299194
MFG-S00080,WO0080,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.791312,0.900999,0.021388,0.618134,0.0,1.0,0.0,0.0,0.0,1.0,765.140442
MFG-S00081,WO0081,1,重复高额客户投诉,0.0,322.0,0.0588,0.0,1.0,0.887915,0.919413,0.001302,0.596165,0.0,1.0,0.0,0.0,0.0,6.0,22079.849609
MFG-S00082,WO0082,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.884995,1.017013,0.019346,0.386911,0.0,0.0,0.0,0.0,0.0,0.0,1026.331665
MFG-S00083,WO0083,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.752251,0.998496,0.017092,0.207195,0.0,0.0,0.0,0.0,0.0,1.0,1448.687134
MFG-S00084,WO0084,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.974253,0.851214,0.002101,0.37328,0.0,0.0,0.0,0.0,0.0,0.0,1104.608154
MFG-S00085,WO0085,0,正常生产,0.5,30.0,0.02,0.0,1.0,1.000786,0.942936,0.005278,0.495188,0.0,0.0,0.0,0.0,0.0,1.0,751.901794
MFG-S00086,WO0086,0,正常生产,0.5,30.0,0.0,0.0,1.0,1.024345,0.891472,0.012826,0.479244,0.0,0.0,0.0,0.0,0.0,1.0,221.985931
MFG-S00087,WO0087,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.919635,0.962913,0.002574,0.257112,1.0,0.0,0.0,0.0,0.0,1.0,641.350586
MFG-S00088,WO0088,1,关键参数越限且质量冻结发运,0.5,110.0,0.0,0.0,0.0,0.921251,0.884416,0.010587,1.294545,0.0,0.0,0.0,1.0,1.0,0.0,1277.742188
MFG-S00089,WO0089,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.883513,0.850128,0.006575,0.573283,0.0,0.0,0.0,0.0,0.0,0.0,1321.712158
MFG-S00090,WO0090,0,正常生产,0.0,231.0,0.0,0.0,1.0,1.018846,0.968843,0.011845,0.1401,0.0,0.0,0.0,0.0,0.0,1.0,2.223124
MFG-S00091,WO0091,1,重复高额客户投诉,0.5,141.0,0.106866,0.0,1.0,0.796664,0.988366,0.009615,0.092114,0.0,0.0,0.0,0.0,0.0,5.0,73038.625
MFG-S00092,WO0092,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.866192,1.025383,0.024111,0.363715,0.0,1.0,0.0,0.0,0.0,0.0,879.235352
MFG-S00093,WO0093,1,多维叠加高风险,1.0,-5.261616,0.02,1.0,1.0,1.593569,0.854819,0.021194,1.455715,7.389915,1.0,1.0,0.0,1.0,5.0,58762.578125
MFG-S00094,WO0094,1,关键设备维护校准逾期并报警,0.5,30.0,0.0,0.0,1.0,0.906047,0.953416,0.098089,0.562569,23.404026,26.940298,1.0,0.0,0.0,0.0,653.327209
MFG-S00095,WO0095,1,关键参数越限且质量冻结发运,0.5,200.0,0.03,0.0,1.0,0.986081,0.939371,0.004759,1.510676,0.0,0.0,0.0,1.0,1.0,1.0,1180.637939
MFG-S00096,WO0096,1,关键设备维护校准逾期并报警,0.5,110.0,0.0,0.0,0.0,0.820607,0.897354,0.05824,0.294989,21.441366,31.213078,1.0,0.0,0.0,1.0,438.193817
MFG-S00097,WO0097,1,关键参数越限且质量冻结发运,0.0,322.0,0.02,0.0,1.0,0.792917,0.930524,0.022944,1.18291,0.0,0.0,0.0,1.0,1.0,1.0,480.122986
MFG-S00098,WO0098,1,关键设备维护校准逾期并报警,0.0,231.0,0.0,0.0,1.0,0.92085,0.972153,0.083524,0.14681,9.620004,12.845628,1.0,0.0,0.0,1.0,61.788891
MFG-S00099,WO0099,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.871007,0.882335,0.003779,0.269668,1.0,0.0,0.0,0.0,0.0,1.0,1454.170166
MFG-S00100,WO0100,1,关键参数越限且质量冻结发运,0.0,172.0,0.0,0.0,0.0,0.993427,0.947341,0.003904,1.450931,0.0,0.0,0.0,1.0,1.0,1.0,1046.436035
MFG-S00101,WO0101,0,正常生产,0.5,30.0,0.02,0.0,1.0,1.005689,1.021716,0.023037,0.080656,0.0,0.0,0.0,0.0,0.0,1.0,736.243042
MFG-S00102,WO0102,1,重复高额客户投诉,0.5,30.0,0.092989,0.0,1.0,0.910547,0.994041,0.022373,0.588606,0.0,0.0,0.0,0.0,0.0,4.0,22711.056641
MFG-S00103,WO0103,0,正常生产,0.5,200.0,0.02,0.0,1.0,1.051926,0.900607,0.0024,0.259853,0.0,0.0,0.0,0.0,0.0,0.0,1156.474243
MFG-S00104,WO0104,1,供应商资质过期与来料质量恶化,1.0,-3.019626,0.224007,0.0,0.0,1.051713,1.001102,0.01463,0.680901,0.0,1.0,0.0,0.0,0.0,1.0,571.594727
MFG-S00105,WO0105,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.760755,0.933506,0.010344,0.191811,0.0,1.0,0.0,0.0,0.0,0.0,589.316772
MFG-S00106,WO0106,1,多维叠加高风险,1.0,-29.588758,0.0,1.0,1.0,1.364319,0.87274,0.009582,1.060049,9.167137,0.0,1.0,0.0,1.0,3.0,37289.027344
MFG-S00107,WO0107,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.987891,1.010178,0.019892,0.186004,0.0,0.0,0.0,0.0,0.0,0.0,799.6651
MFG-S00108,WO0108,1,多维叠加高风险,1.0,-19.463827,0.0,1.0,0.0,1.273123,1.026771,0.024827,1.515171,10.240232,0.0,1.0,0.0,1.0,3.0,57616.664062
MFG-S00109,WO0109,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.897472,0.910164,0.004732,0.596687,0.0,0.0,0.0,0.0,0.0,0.0,497.128723
MFG-S00110,WO0110,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.875548,0.937398,0.020917,0.208703,0.0,0.0,0.0,0.0,0.0,1.0,61.134758
MFG-S00111,WO0111,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.771088,0.947557,0.018979,0.631168,1.0,0.0,0.0,0.0,0.0,0.0,886.668579
MFG-S00112,WO0112,1,未检关键物料领料并超BOM,0.5,110.0,0.0,1.0,1.0,1.477766,1.014605,0.099227,0.393769,0.0,0.0,0.0,0.0,0.0,1.0,241.889389
MFG-S00113,WO0113,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.919871,0.95256,0.001187,0.203448,0.0,0.0,0.0,0.0,0.0,0.0,179.933655
MFG-S00114,WO0114,1,供应商资质过期与来料质量恶化,1.0,-62.563389,0.10476,0.0,1.0,0.870565,0.935511,0.02308,0.500225,0.0,0.0,0.0,0.0,0.0,1.0,349.248444
MFG-S00115,WO0115,1,供应商资质过期与来料质量恶化,1.0,-20.193697,0.169972,0.0,1.0,0.772075,1.005133,0.021596,0.362359,0.0,0.0,0.0,0.0,0.0,1.0,568.774048
MFG-S00116,WO0116,1,多维叠加高风险,1.0,-48.102055,0.0,1.0,0.0,1.678529,0.95983,0.009847,1.129089,23.502897,1.0,1.0,0.0,1.0,2.0,47445.164062
MFG-S00117,WO0117,0,正常生产,0.5,30.0,0.03,0.0,1.0,0.857923,0.978159,0.010001,0.307974,0.0,1.0,0.0,0.0,0.0,0.0,683.3125
MFG-S00118,WO0118,1,关键设备维护校准逾期并报警,0.5,30.0,0.0,0.0,1.0,1.006883,0.916138,0.082705,0.48429,33.770939,20.153595,1.0,0.0,0.0,0.0,818.739136
MFG-S00119,WO0119,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.771269,0.881184,0.005491,0.229929,0.0,0.0,0.0,0.0,0.0,1.0,999.169922
MFG-S00120,WO0120,1,供应商资质过期与来料质量恶化,1.0,-60.849995,0.29591,0.0,0.0,0.791365,0.877444,0.003731,0.573129,0.0,0.0,0.0,0.0,0.0,0.0,178.916016
MFG-S00121,WO0001,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.848029,0.954845,0.017073,0.61236,0.0,0.0,0.0,0.0,0.0,0.0,1372.153076
MFG-S00122,WO0002,1,重复高额客户投诉,0.0,231.0,0.14747,0.0,1.0,0.881376,0.979509,0.016077,0.706927,0.0,0.0,0.0,0.0,0.0,8.0,68555.5
MFG-S00123,WO0003,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.936793,0.959546,0.010503,0.489452,1.0,0.0,0.0,0.0,0.0,0.0,1178.195923
MFG-S00124,WO0004,0,正常生产,0.0,172.0,0.0,0.0,0.0,1.055173,0.954168,0.004645,0.361263,0.0,0.0,0.0,0.0,0.0,0.0,374.314789
MFG-S00125,WO0005,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.920155,0.977003,0.009385,0.308358,0.0,0.0,0.0,0.0,0.0,0.0,1088.823853
MFG-S00126,WO0006,1,供应商资质过期与来料质量恶化,1.0,-80.156097,0.261908,0.0,1.0,0.916553,0.884381,0.010101,0.203622,0.0,0.0,0.0,0.0,0.0,1.0,1438.468384
MFG-S00127,WO0007,1,重复高额客户投诉,0.5,200.0,0.072903,0.0,1.0,0.989391,0.925606,0.005554,0.24461,0.0,0.0,0.0,0.0,0.0,3.0,32331.568359
MFG-S00128,WO0008,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.840187,0.944848,5.9e-05,0.321852,0.0,1.0,0.0,0.0,0.0,1.0,1088.923096
MFG-S00129,WO0009,0,正常生产,0.0,322.0,0.02,0.0,1.0,1.004511,0.853472,0.005639,0.159081,0.0,1.0,0.0,0.0,0.0,1.0,147.13382
MFG-S00130,WO0010,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.94962,0.932849,0.011493,0.151358,0.0,0.0,0.0,0.0,0.0,0.0,432.755096
MFG-S00131,WO0011,1,多维叠加高风险,1.0,-29.65682,0.02,1.0,1.0,1.557616,0.968018,0.013829,1.203691,9.905097,0.0,1.0,0.0,1.0,6.0,41943.097656
MFG-S00132,WO0012,1,关键设备维护校准逾期并报警,0.0,172.0,0.0,0.0,0.0,0.793,0.962518,0.109106,0.621455,11.108223,40.286434,1.0,0.0,0.0,1.0,213.374222
MFG-S00133,WO0013,1,供应商资质过期与来料质量恶化,1.0,-16.444157,0.21334,0.0,1.0,0.829726,0.940136,0.018258,0.4661,0.0,0.0,0.0,0.0,0.0,0.0,1448.913574
MFG-S00134,WO0014,1,未检关键物料领料并超BOM,0.5,30.0,0.0,1.0,1.0,1.489995,0.949112,0.119524,0.533034,0.0,0.0,0.0,0.0,0.0,0.0,94.14576
MFG-S00135,WO0015,1,重复高额客户投诉,0.5,200.0,0.063602,0.0,1.0,0.807036,0.966952,0.017745,0.097926,1.0,0.0,0.0,0.0,0.0,7.0,12573.857422
MFG-S00136,WO0016,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.979382,0.920866,0.00391,0.316995,0.0,0.0,0.0,0.0,0.0,0.0,1440.722534
MFG-S00137,WO0017,1,多维叠加高风险,1.0,-43.628635,0.02,1.0,1.0,1.315349,0.922401,0.001699,1.095838,8.174211,0.0,1.0,0.0,1.0,3.0,27132.171875
MFG-S00138,WO0018,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.928174,0.896591,0.020409,0.659074,0.0,0.0,0.0,0.0,0.0,0.0,1300.560547
MFG-S00139,WO0019,1,多维叠加高风险,1.0,-3.281519,0.03,1.0,1.0,1.403279,0.916256,0.01694,1.294366,10.033389,0.0,1.0,0.0,1.0,6.0,55272.121094
MFG-S00140,WO0020,1,重复高额客户投诉,0.0,172.0,0.14641,0.0,0.0,1.038958,0.898355,0.007442,0.277762,0.0,1.0,0.0,0.0,0.0,7.0,46158.472656
MFG-S00141,WO0021,1,多维叠加高风险,1.0,-28.554394,0.02,1.0,1.0,1.32885,1.020223,0.018931,1.122604,4.500886,1.0,1.0,0.0,1.0,4.0,45342.0
MFG-S00142,WO0022,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.947262,0.918374,0.018358,0.724663,0.0,0.0,0.0,0.0,0.0,1.0,1212.694824
MFG-S00143,WO0023,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.881386,0.985026,0.012628,0.296043,0.0,0.0,0.0,0.0,0.0,1.0,66.094299
MFG-S00144,WO0024,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.873783,0.940413,0.003414,0.042507,0.0,0.0,0.0,0.0,0.0,0.0,1231.906006
MFG-S00145,WO0025,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.901858,0.989556,0.021553,0.292748,0.0,0.0,0.0,0.0,0.0,1.0,131.714645
