user_total_orders,user_orders_30d,user_orders_7d,user_total_amount,user_avg_order_amount,user_max_order_amount,user_refund_count,user_postsale_count,user_refund_rate,user_postsale_rate,user_refund_amount,user_cancel_count,user_complaint_count,user_address_count,order_total_amount,order_item_count,order_sku_count,order_discount_amount,order_discount_rate,order_pay_interval_sec,order_is_night,order_category_count,addr_total_count,addr_province_count,addr_is_new,label,scenario
2.0000,0.0000,0.0000,3378.4099,1689.2000,1757.9399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1278.6100,1.0000,1.0000,64.3100,0.0503,2388.4800,0.0000,2.0000,1.0000,1.0000,0.0000,0,正常报名
10.0000,3.0000,2.0000,24327.0801,2432.7100,4153.8101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,918.9700,1.0000,1.0000,37.4300,0.0407,975.3200,0.0000,4.0000,2.0000,1.0000,0.0000,0,正常报名
1.0000,1.0000,0.0000,2112.8601,2112.8601,2507.1799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,811.9100,1.0000,1.0000,75.1400,0.0925,2166.9600,0.0000,1.0000,3.0000,13.0000,1.0000,1,同设备多账号
10.0000,5.0000,2.0000,18511.2500,1851.1200,3007.0601,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,6922.6323,1.0000,1.0000,173.5000,0.0577,3.2944,0.0000,4.0000,2.0000,1.0000,0.0000,1,零学时大额退费
9.0000,2.0000,2.0000,17175.5000,1908.3900,4121.9399,1.0000,2.0000,0.1111,0.2222,331.7000,1.0000,0.0000,2.0000,10845.2520,1.0000,1.0000,439.1400,0.1065,1.2188,1.0000,1.0000,2.0000,2.0000,0.0000,1,零学时大额退费
8.0000,4.0000,0.0000,25396.9395,3174.6201,5601.4399,0.0000,1.0000,0.0000,0.1250,0.0000,0.0000,0.0000,3.0000,2634.5100,1.0000,1.0000,7.8200,0.0030,2170.6799,0.0000,2.0000,3.0000,1.0000,0.0000,0,正常报名
9.0000,0.0000,0.0000,11072.4297,1230.2700,2494.0701,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,9668.2559,1.0000,1.0000,348.8800,0.1638,0.9939,0.0000,4.0000,2.0000,2.0000,0.0000,1,零学时大额退费
12.0000,3.0000,2.0000,14513.1797,1209.4301,4427.1001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,4427.1001,1.0000,1.0000,185.8300,0.0420,989.5900,0.0000,2.0000,1.0000,1.0000,0.0000,0,正常报名
3.0000,0.0000,0.0000,10005.1699,3335.0601,5622.7700,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,7372.9819,1.0000,1.0000,173.1800,0.0742,2.1372,0.0000,2.0000,1.0000,2.0000,0.0000,1,零学时大额退费
7.0000,1.0000,0.0000,10874.5596,1553.5100,3569.7900,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3470.3438,1.0000,1.0000,74.4300,0.0209,1078.5645,0.0000,5.0000,1.0000,2.0000,0.0000,0,正常退费
3.0000,3.0000,0.0000,4193.3198,1397.7700,2973.3501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2973.3501,1.0000,1.0000,12.9300,0.0043,846.1300,0.0000,2.0000,2.0000,2.0000,0.0000,0,正常报名
8.0000,0.0000,0.0000,10097.9004,2524.4800,4378.0098,6.0000,7.0000,0.7500,0.8750,33603.6406,1.0000,0.0000,1.0000,1868.0400,1.0000,1.0000,2.0400,0.0011,1256.9500,0.0000,2.0000,1.0000,2.0000,0.0000,1,连环退费
4.0000,0.0000,0.0000,8983.9502,2245.9900,3106.9600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3084.8501,1.0000,1.0000,462.9400,0.1501,1010.0400,0.0000,2.0000,2.0000,1.0000,0.0000,0,正常报名
3.0000,3.0000,0.0000,10196.0898,3398.7000,7089.7998,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,5911.8442,1.0000,1.0000,656.0900,0.1595,0.5445,0.0000,1.0000,2.0000,1.0000,0.0000,1,零学时大额退费
3.0000,2.0000,1.0000,8411.4199,2803.8101,5527.4302,0.0000,1.0000,0.0000,0.3333,0.0000,0.0000,0.0000,2.0000,7392.2754,1.0000,1.0000,173.7300,0.1142,2004.6200,1.0000,1.0000,2.0000,2.0000,0.0000,0,凌晨大额标记
9.0000,0.0000,0.0000,25310.4297,2812.2700,4520.3799,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,2001.5607,1.0000,1.0000,3.7000,0.0038,3.0501,0.0000,2.0000,3.0000,2.0000,0.0000,1,零学时大额退费
11.0000,2.0000,0.0000,4134.6899,375.8800,3352.5400,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2389.5295,1.0000,1.0000,169.4700,0.0505,567.6190,1.0000,4.0000,2.0000,1.0000,1.0000,0,正常退费
11.0000,5.0000,0.0000,19814.1602,1801.2900,3887.1299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,399.1100,1.0000,1.0000,39.8300,0.0998,945.1900,0.0000,3.0000,3.0000,2.0000,0.0000,0,正常报名
4.0000,0.0000,0.0000,13907.5703,3476.8899,5370.1602,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,3.0000,534.7627,1.0000,1.0000,224.5600,0.0734,865.2243,0.0000,3.0000,3.0000,2.0000,0.0000,0,正常退费
7.0000,4.0000,0.0000,12410.8604,1772.9800,4392.2100,0.0000,1.0000,0.0000,0.1429,0.0000,1.0000,0.0000,1.0000,4392.2100,1.0000,1.0000,439.6700,0.1001,1600.9900,0.0000,4.0000,1.0000,1.0000,0.0000,0,正常报名
7.0000,2.0000,0.0000,2767.6299,395.3800,786.6600,4.0000,3.0000,0.5714,0.4286,33617.0820,1.0000,0.0000,3.0000,786.6600,1.0000,1.0000,88.2800,0.1122,1029.8800,0.0000,4.0000,3.0000,2.0000,0.0000,1,连环退费
5.0000,4.0000,2.0000,11707.1904,2341.4399,4714.9702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3003.2300,1.0000,1.0000,446.3400,0.1486,116.6400,0.0000,1.0000,2.0000,1.0000,0.0000,1,正常报名
9.0000,4.0000,1.0000,31387.2891,3487.4800,5845.2202,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,4945.5435,1.0000,1.0000,783.1900,0.1770,3.2434,0.0000,5.0000,3.0000,2.0000,0.0000,1,零学时大额退费
10.0000,5.0000,2.0000,16577.3906,1657.7400,2347.5701,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1519.6439,1.0000,1.0000,286.7700,0.1222,523.9598,0.0000,5.0000,1.0000,2.0000,0.0000,0,正常退费
11.0000,1.0000,0.0000,35437.6797,3221.6101,6357.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,2.0000,0.0000,1,身份连续认证失败
1.0000,0.0000,0.0000,1881.2800,1881.2800,3236.1699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3.0000,2.0000,0.0000,0,正常学历认证
2.0000,1.0000,0.0000,5552.7202,2776.3601,5577.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,409.1300,1.0000,1.0000,38.1200,0.0932,1499.0500,0.0000,1.0000,2.0000,1.0000,0.0000,0,正常报名
9.0000,5.0000,0.0000,9263.3096,1029.2600,2769.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,2.0000,2.0000,1.0000,0,正常学历认证
7.0000,1.0000,0.0000,22824.9199,3260.7000,4049.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2059.1599,1.0000,1.0000,216.9700,0.1054,1782.6600,0.0000,1.0000,2.0000,11.0000,0.0000,1,同设备多账号
6.0000,3.0000,1.0000,14434.2803,2405.7100,4576.0801,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,1406.8500,1.0000,1.0000,153.8300,0.1093,1100.4399,0.0000,1.0000,1.0000,1.0000,0.0000,0,正常报名
10.0000,3.0000,0.0000,25859.2891,2585.9299,5163.6499,0.0000,1.0000,0.0000,0.1000,0.0000,0.0000,0.0000,1.0000,1659.3199,1.0000,1.0000,230.3900,0.1388,816.8100,0.0000,2.0000,1.0000,1.0000,0.0000,0,正常报名
12.0000,3.0000,0.0000,15952.2500,1329.3500,1914.9800,0.0000,1.0000,0.0000,0.0833,0.0000,0.0000,0.0000,3.0000,1238.0699,1.0000,1.0000,52.7400,0.0426,1240.2500,0.0000,5.0000,3.0000,1.0000,0.0000,0,正常报名
3.0000,2.0000,2.0000,3239.2300,1079.7400,2465.3401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2465.3401,1.0000,1.0000,341.5400,0.1385,2331.4800,0.0000,3.0000,1.0000,2.0000,0.0000,0,正常报名
7.0000,4.0000,0.0000,18839.6797,2691.3799,5357.3101,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,5563.4448,1.0000,1.0000,213.9000,0.1671,3.2630,0.0000,3.0000,3.0000,2.0000,0.0000,1,零学时大额退费
7.0000,2.0000,2.0000,1424.0300,474.6800,3878.6001,6.0000,7.0000,0.8571,1.0000,18139.7480,0.0000,0.0000,1.0000,3878.6001,1.0000,1.0000,80.3700,0.0207,467.1200,0.0000,3.0000,1.0000,1.0000,0.0000,1,连环退费
10.0000,1.0000,0.0000,11205.2402,1120.5200,1768.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.0000,1.0000,0.0000,0,正常学历认证
7.0000,1.0000,0.0000,8407.8799,2802.6299,2979.0801,6.0000,6.0000,0.8571,0.8571,24723.7891,0.0000,0.0000,3.0000,1671.7500,1.0000,1.0000,203.0900,0.1215,835.8000,0.0000,3.0000,3.0000,2.0000,0.0000,1,极高退费率
1.0000,0.0000,0.0000,1335.8900,1335.8900,1344.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,831.3200,1.0000,1.0000,15.4700,0.0186,570.2500,0.0000,1.0000,1.0000,1.0000,0.0000,0,正常报名
9.0000,1.0000,1.0000,31404.9805,3489.4399,6278.6001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,716.0600,1.0000,1.0000,41.9700,0.0586,969.4700,0.0000,3.0000,3.0000,7.0000,0.0000,1,同设备多账号
12.0000,5.0000,0.0000,21640.1602,1803.3500,4418.2402,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,4418.2402,1.0000,1.0000,441.1100,0.0998,1477.7100,0.0000,2.0000,1.0000,2.0000,0.0000,0,正常报名
11.0000,1.0000,1.0000,31689.0605,2880.8201,5465.2202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3189.3401,1.0000,1.0000,37.6000,0.0118,2399.5300,0.0000,1.0000,2.0000,1.0000,0.0000,0,正常报名
9.0000,4.0000,0.0000,26297.9707,2922.0000,4693.5098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,21404.0469,1.0000,1.0000,148.2000,0.0525,2048.1001,0.0000,2.0000,3.0000,2.0000,1.0000,1,新设备大额报名
2.0000,2.0000,1.0000,2086.6001,1043.3000,2504.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,7263.8848,1.0000,1.0000,92.1600,0.0368,1342.4000,1.0000,1.0000,3.0000,2.0000,0.0000,0,凌晨大额标记
11.0000,5.0000,1.0000,38180.8086,3470.9800,7019.7300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,8603.9443,1.0000,1.0000,145.3200,0.0505,1594.7200,1.0000,3.0000,2.0000,2.0000,1.0000,0,凌晨大额标记
2.0000,0.0000,0.0000,6211.2002,3105.6001,6382.2798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2455.5300,1.0000,1.0000,234.9200,0.0957,115.5300,0.0000,2.0000,1.0000,8.0000,1.0000,1,同设备多账号
8.0000,5.0000,2.0000,27322.2695,3415.2800,4641.7100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,27991.1582,1.0000,1.0000,42.6600,0.0569,2371.6201,0.0000,2.0000,1.0000,2.0000,1.0000,1,新设备大额报名
3.0000,1.0000,0.0000,2074.2100,691.4000,1808.9399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1808.9399,1.0000,1.0000,114.8400,0.0635,1150.9301,1.0000,3.0000,1.0000,1.0000,1.0000,0,正常报名
5.0000,3.0000,2.0000,13509.0703,2701.8101,5923.2402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3677.5400,1.0000,1.0000,578.2100,0.1572,853.7600,0.0000,2.0000,2.0000,2.0000,0.0000,0,正常报名
9.0000,2.0000,2.0000,25931.0195,2881.2200,4064.2200,1.0000,1.0000,0.1111,0.1111,312.2700,0.0000,4.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.0000,1.0000,0.0000,1,身份连续认证失败
11.0000,1.0000,1.0000,6937.7300,630.7000,2100.6399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2100.6399,1.0000,1.0000,122.5500,0.0583,733.5000,0.0000,4.0000,1.0000,2.0000,0.0000,0,正常报名
11.0000,5.0000,1.0000,31338.1406,2848.9199,5415.9702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,518.1600,1.0000,1.0000,57.0800,0.1102,1925.1100,0.0000,3.0000,1.0000,2.0000,0.0000,0,正常报名
11.0000,2.0000,1.0000,26644.0000,2960.4399,4776.9302,3.0000,5.0000,0.2727,0.4545,33850.5586,1.0000,0.0000,2.0000,609.6100,1.0000,1.0000,67.5000,0.1107,1371.1600,0.0000,3.0000,2.0000,1.0000,0.0000,1,连环退费
5.0000,2.0000,2.0000,16727.9297,3345.5901,7183.7402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,1.0000,1.0000,0.0000,1,身份连续认证失败
1.0000,1.0000,1.0000,3265.2800,3265.2800,5969.2300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2.0000,1.0000,0.0000,0,正常学历认证
1.0000,0.0000,0.0000,1492.7700,1492.7700,1926.4301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3.0000,1.0000,0.0000,0,正常学历认证
11.0000,0.0000,0.0000,20635.0098,1875.9100,3666.3899,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,3.0000,22992.0176,1.0000,1.0000,19.5800,0.0198,1505.9800,0.0000,5.0000,3.0000,1.0000,1.0000,1,新设备大额报名
12.0000,1.0000,1.0000,30831.4609,2569.2900,3016.5100,1.0000,2.0000,0.0833,0.1667,2996.8201,0.0000,0.0000,3.0000,1257.1100,1.0000,1.0000,198.1500,0.1576,2125.8201,0.0000,3.0000,3.0000,2.0000,0.0000,0,正常报名
1.0000,1.0000,0.0000,2354.1799,2354.1799,2789.8701,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,3.0000,2109.8501,1.0000,1.0000,158.7200,0.0752,58.7400,1.0000,1.0000,3.0000,2.0000,0.0000,0,正常报名
6.0000,3.0000,2.0000,3986.4800,664.4100,771.8100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,497.9900,1.0000,1.0000,13.1500,0.0264,1268.6000,0.0000,5.0000,1.0000,1.0000,0.0000,0,正常报名
12.0000,2.0000,1.0000,6580.6699,548.3900,3827.2400,7.0000,6.0000,0.5833,0.5000,30471.0234,0.0000,0.0000,1.0000,3827.2400,1.0000,1.0000,662.5200,0.1731,1425.1700,0.0000,3.0000,1.0000,2.0000,1.0000,1,连环退费
8.0000,5.0000,1.0000,11921.1396,1490.1400,2027.1100,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,707.4481,1.0000,1.0000,152.7500,0.1008,1091.9733,0.0000,1.0000,3.0000,2.0000,0.0000,0,正常退费
3.0000,3.0000,1.0000,3818.4900,1272.8300,2721.8601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2633.4900,1.0000,1.0000,75.6000,0.0287,835.3600,0.0000,3.0000,2.0000,1.0000,0.0000,0,正常报名
1.0000,0.0000,0.0000,2782.1101,2782.1101,2797.6101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1500.2800,1.0000,1.0000,252.0300,0.1680,2387.5300,0.0000,1.0000,1.0000,1.0000,0.0000,0,正常报名
7.0000,5.0000,2.0000,3673.8501,524.8400,4491.6899,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,2.0000,4491.6899,1.0000,1.0000,380.3600,0.0847,559.9100,0.0000,3.0000,2.0000,1.0000,0.0000,0,正常报名
1.0000,1.0000,0.0000,1378.1899,1378.1899,4232.8398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4232.8398,1.0000,1.0000,742.4300,0.1754,755.8100,1.0000,1.0000,2.0000,1.0000,0.0000,0,正常报名
10.0000,5.0000,1.0000,25375.9395,2537.5901,3811.9600,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,3811.9600,1.0000,1.0000,85.9000,0.0225,1447.6700,0.0000,2.0000,1.0000,2.0000,0.0000,0,正常报名
5.0000,5.0000,0.0000,16521.3691,3304.2700,5214.7998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3743.5500,1.0000,1.0000,69.5100,0.0186,952.5900,0.0000,1.0000,2.0000,2.0000,0.0000,0,正常报名
5.0000,0.0000,0.0000,15492.4199,3098.4800,6170.4102,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,2736.6201,1.0000,1.0000,150.2700,0.0549,1214.9200,0.0000,5.0000,3.0000,2.0000,0.0000,0,正常报名
2.0000,1.0000,1.0000,4737.7402,2368.8701,5014.8398,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,10004.8535,1.0000,1.0000,219.1700,0.1445,4.2737,0.0000,2.0000,3.0000,2.0000,0.0000,1,零学时大额退费
8.0000,2.0000,0.0000,21525.3301,2690.6699,2907.6699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,5865.2808,1.0000,1.0000,108.4500,0.0663,368.5900,1.0000,5.0000,3.0000,2.0000,0.0000,0,凌晨大额标记
11.0000,0.0000,0.0000,10132.4199,921.1300,4017.9299,1.0000,1.0000,0.0909,0.0909,1479.7100,0.0000,0.0000,2.0000,4017.9299,1.0000,1.0000,720.3600,0.1793,1862.1400,0.0000,4.0000,2.0000,1.0000,0.0000,0,正常报名
5.0000,4.0000,0.0000,16558.0703,3311.6101,4423.0498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,4423.0498,1.0000,1.0000,717.5200,0.1622,797.7100,0.0000,3.0000,3.0000,2.0000,0.0000,0,正常报名
11.0000,0.0000,0.0000,2504.7700,834.9200,3468.4299,5.0000,11.0000,0.4545,1.0000,11128.7637,1.0000,0.0000,1.0000,3468.4299,1.0000,1.0000,424.3400,0.1223,1675.4000,0.0000,3.0000,1.0000,1.0000,0.0000,1,连环退费
8.0000,5.0000,1.0000,26449.8594,3306.2300,5820.3901,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,2.0000,16378.0010,1.0000,1.0000,318.3900,0.1697,1936.2700,1.0000,4.0000,2.0000,3.0000,1.0000,1,新设备大额报名
11.0000,4.0000,2.0000,4197.3999,381.5800,4027.2600,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2803.9915,1.0000,1.0000,256.7800,0.0638,4.5925,0.0000,1.0000,1.0000,2.0000,0.0000,1,零学时大额退费
6.0000,3.0000,2.0000,28891.3809,3210.1499,5592.7998,5.0000,3.0000,0.8333,0.5000,27098.0527,0.0000,0.0000,1.0000,750.0200,1.0000,1.0000,116.6000,0.1555,288.7700,0.0000,2.0000,1.0000,2.0000,0.0000,1,连环退费
4.0000,1.0000,0.0000,4433.1899,1108.3000,4238.8398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,8494.2236,1.0000,1.0000,643.6800,0.1519,562.2400,1.0000,4.0000,2.0000,2.0000,0.0000,0,凌晨大额标记
5.0000,0.0000,0.0000,15726.0098,3145.2000,6001.5298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,887.4100,1.0000,1.0000,149.4800,0.1684,2281.7900,0.0000,4.0000,2.0000,1.0000,0.0000,0,正常报名
2.0000,2.0000,2.0000,6338.7900,3169.3999,5149.6602,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,799.5226,1.0000,1.0000,167.9100,0.0730,1166.0253,0.0000,1.0000,2.0000,2.0000,0.0000,0,正常退费
7.0000,5.0000,1.0000,30616.1504,2783.2900,5324.5698,7.0000,7.0000,1.0000,1.0000,19057.1582,0.0000,0.0000,2.0000,2825.6101,1.0000,1.0000,108.9200,0.0385,763.7300,0.0000,3.0000,2.0000,2.0000,0.0000,1,极高退费率
2.0000,0.0000,0.0000,3221.4199,1610.7100,2523.5400,0.0000,1.0000,0.0000,0.5000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2.0000,2.0000,0.0000,0,正常学历认证
5.0000,5.0000,0.0000,10893.8896,2178.7800,4289.0498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1631.4700,1.0000,1.0000,192.0300,0.1177,1531.4200,0.0000,1.0000,1.0000,1.0000,0.0000,0,正常报名
13.0000,5.0000,0.0000,24229.0098,3461.2900,3994.9800,7.0000,11.0000,0.5385,0.8462,27824.4102,0.0000,0.0000,1.0000,2260.3301,1.0000,1.0000,134.7600,0.0596,593.4000,0.0000,1.0000,1.0000,2.0000,0.0000,1,连环退费
